BIB,COD,ERG,FAN,GJAH,LUK,MYR,NUS,PKD,RAS,id,SIS,TOK,UIN,VOL,WET,KAT,XIN,Class
2,iii,www,164.0,iii,31285.0,ttt,1640000.0,jjj,,1777,6.5,t,33.17,t,0,ddd,f,y
176,iii,www,160.0,iii,5860.0,zzz,1600000.0,jjj,f,1778,1.04,t,25.0,t,0,ccc,f,y
17,iii,aaa,160.0,rrr,5777.0,eee,1600000.0,xxx,,1779,1.0,t,26.67,t,5,ddd,t,y
46,iii,www,225.0,iii,0.0,ooo,2250000.0,xxx,,1780,0.125,t,48.5,t,0,ddd,f,y
19,iii,www,400.0,iii,5800.0,yyy,4000000.0,xxx,,1781,0.04,t,37.42,t,0,ddd,f,y
145,iii,www,200.0,iii,40.0,sss,2000000.0,ppp,f,1782,0.21,f,18.0,f,0,ddd,f,y
129,iii,www,0.0,iii,247.0,lll,0.0,hh,t,1783,0.0,f,56.5,t,15,ccc,t,y
164,iii,www,312.0,iii,0.0,eee,3120000.0,xxx,t,1784,1.46,t,25.75,t,5,ddd,t,y
99,iii,www,0.0,iii,560.0,sss,0.0,xxx,,1785,0.415,t,22.58,t,5,ccc,t,y
34,iii,aaa,180.0,rrr,18027.0,eee,1800000.0,jjj,t,1786,2.04,t,33.17,t,1,ddd,t,y
17,iii,aaa,393.0,rrr,0.0,ggg,3930000.0,jjj,,1787,0.04,t,32.0,t,0,ddd,f,y
91,iii,www,29.0,iii,837.0,sss,290000.0,jjj,,1788,1.75,f,40.83,t,0,ccc,f,y
13,iii,www,260.0,iii,0.0,sss,2600000.0,xxx,f,1789,0.125,t,59.67,t,0,ddd,f,y
54,iii,aaa,52.0,rrr,1442.0,yyy,520000.0,xxx,,1790,3.165,t,42.5,t,0,ddd,f,y
127,iii,aaa,0.0,rrr,13212.0,ggg,0.0,bbb,,1791,0.0,f,28.08,t,0,ccc,f,y
60,iii,www,228.0,iii,0.0,sss,2280000.0,xxx,f,1792,0.125,t,37.75,t,0,ccc,f,y
88,iii,www,0.0,iii,0.0,ggg,0.0,xxx,,1793,8.665,f,53.92,t,5,ddd,t,y
151,iii,www,0.0,iii,15000.0,eee,0.0,ff,t,1794,15.0,f,47.67,t,20,ddd,t,y
147,uuu,www,300.0,iii,0.0,eee,3000000.0,xxx,f,1795,0.835,f,23.25,t,0,ddd,f,y
28,iii,aaa,0.0,rrr,0.0,eee,0.0,jjj,f,1796,2.585,f,22.67,t,0,ddd,f,y
85,iii,www,30.0,iii,300.0,hh,300000.0,hh,,1797,14.415,t,54.58,t,11,ddd,t,y
155,iii,www,0.0,iii,0.0,ee,0.0,jjj,,1798,7.415,t,34.25,t,0,ddd,f,y
19,iii,aaa,370.0,rrr,560.0,ee,3700000.0,xxx,,1799,2.0,t,27.58,t,3,ddd,t,y
158,iii,www,100.0,iii,960.0,lll,1000000.0,lll,,1800,0.0,f,46.0,t,0,ccc,f,y
163,iii,www,0.0,iii,99.0,ee,0.0,xxx,t,1801,4.0,f,60.92,t,4,ccc,t,y
155,iii,www,519.0,iii,1704.0,zzz,5190000.0,xxx,,1802,13.875,t,47.42,t,2,ccc,t,y
68,iii,www,93.0,iii,0.0,ooo,930000.0,jjj,,1803,4.25,t,37.33,t,12,ddd,t,y
1,rrr,,,,0.0,,,,,1804,0.0,f,25.58,f,0,ccc,f,y
174,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,1805,1.585,f,20.42,t,1,ccc,t,y
69,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,1806,7.375,t,44.17,t,3,ccc,t,y
127,iii,www,0.0,iii,134.0,ttt,0.0,ppp,,1807,5.375,t,34.75,t,9,ddd,t,y
91,uuu,aaa,40.0,rrr,0.0,eee,400000.0,xxx,,1808,2.5,f,20.5,t,0,ddd,f,y
145,uuu,www,0.0,iii,0.0,eee,0.0,lll,,1809,2.25,t,22.67,f,0,ddd,f,y
175,iii,www,128.0,iii,0.0,eee,1280000.0,jjj,,1810,2.165,t,22.08,f,0,ddd,f,y
51,uuu,www,0.0,iii,0.0,sss,0.0,xxx,,1811,4.58,f,42.83,t,0,ddd,f,y
83,iii,aaa,80.0,rrr,500.0,eee,800000.0,xxx,t,1812,1.0,t,18.92,t,4,ccc,t,y
155,iii,www,100.0,iii,6.0,sss,1000000.0,xxx,,1813,0.165,f,20.67,t,3,ccc,t,y
160,iii,www,440.0,iii,11177.0,ee,4400000.0,xxx,f,1814,0.04,f,32.33,t,0,ccc,f,y
127,iii,www,0.0,iii,2283.0,eee,0.0,jjj,,1815,5.335,f,28.92,t,11,ddd,t,y
127,iii,www,0.0,iii,2200.0,eee,0.0,xxx,,1816,5.5,f,52.83,t,14,ccc,t,y
18,iii,www,220.0,iii,2503.0,sss,2200000.0,xxx,,1817,2.085,f,20.67,t,5,ccc,t,y
163,iii,www,0.0,iii,367.0,eee,0.0,ff,,1818,2.5,f,36.25,t,6,ddd,t,y
91,iii,www,50.0,iii,1465.0,eee,500000.0,jjj,,1819,1.0,f,20.33,t,4,ccc,t,y
171,iii,www,349.0,iii,23.0,eee,3490000.0,ff,f,1820,0.25,f,25.75,t,0,ddd,f,y
154,iii,www,80.0,iii,0.0,sss,800000.0,xxx,t,1821,0.585,f,28.17,t,4,ccc,t,y
166,iii,www,100.0,iii,0.0,eee,1000000.0,xxx,,1822,0.165,f,23.92,f,0,ddd,f,y
114,iii,www,24.0,iii,2028.0,mmm,240000.0,jjj,,1823,8.0,t,56.0,t,0,ddd,f,y
95,iii,www,49.0,iii,0.0,sss,490000.0,xxx,t,1824,0.71,t,20.75,t,2,ccc,t,y
68,iii,www,0.0,iii,3065.0,eee,0.0,ff,t,1825,4.0,t,30.5,t,7,ccc,t,y
98,iii,www,0.0,iii,0.0,sss,0.0,xxx,t,1826,5.0,t,45.83,t,7,ccc,t,y
163,iii,www,0.0,iii,0.0,ee,0.0,xxx,t,1827,3.5,t,39.0,t,10,ddd,t,y
101,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,,1828,0.665,f,22.08,t,0,ddd,f,y
57,iii,www,420.0,iii,7.0,zzz,4200000.0,xxx,,1829,4.75,f,28.25,t,2,ddd,t,y
47,iii,aaa,240.0,rrr,0.0,eee,2400000.0,jjj,f,1830,3.0,f,18.83,t,0,ccc,f,y
2,iii,www,300.0,iii,1430.0,eee,3000000.0,xxx,,1831,2.5,t,28.67,t,5,ccc,t,y
79,iii,aaa,164.0,rrr,0.0,zzz,1640000.0,xxx,f,1832,2.46,f,22.5,f,0,ccc,f,y
98,iii,www,0.0,iii,0.0,zzz,0.0,xxx,f,1833,6.5,f,,t,0,ddd,f,y
34,iii,aaa,70.0,rrr,0.0,zzz,700000.0,jjj,,1834,2.54,f,28.5,t,1,ccc,t,y
86,iii,www,120.0,iii,2206.0,yyy,1200000.0,xxx,,1835,1.5,f,19.17,t,0,ddd,f,y
168,iii,www,80.0,iii,918.0,ee,800000.0,xxx,t,1836,2.5,f,21.5,t,3,ccc,t,y
139,rrr,nnn,450.0,ii,100000.0,hh,4500000.0,qqq,f,1837,0.0,t,17.5,f,0,ddd,f,y
30,iii,aaa,211.0,rrr,0.0,ee,2110000.0,xxx,,1838,5.25,f,26.67,t,1,ddd,t,y
46,iii,www,274.0,iii,610.0,kkk,2740000.0,ff,t,1839,3.25,f,34.42,t,2,ddd,t,y
132,iii,www,0.0,iii,0.0,hh,0.0,hh,f,1840,0.0,t,73.42,t,0,ddd,f,y
109,iii,www,300.0,iii,551.0,zzz,3000000.0,jjj,,1841,0.5,t,23.0,t,2,ccc,t,y
27,iii,www,60.0,iii,2184.0,eee,600000.0,xxx,,1842,1.085,t,23.08,t,11,ddd,t,y
68,iii,www,80.0,iii,2954.0,yyy,800000.0,jjj,t,1843,1.46,f,19.42,t,7,ddd,t,y
108,iii,aaa,160.0,rrr,300.0,yyy,1600000.0,xxx,,1844,0.835,t,23.33,t,0,ddd,f,y
55,iii,www,92.0,iii,0.0,sss,920000.0,jjj,,1845,12.75,t,42.17,t,0,ddd,f,y
12,iii,www,150.0,iii,8.0,yyy,1500000.0,xxx,,1846,1.5,f,21.25,f,0,ddd,f,y
58,iii,www,290.0,iii,6.0,yyy,2900000.0,xxx,,1847,0.085,t,34.17,f,0,ddd,f,y
177,iii,www,0.0,iii,1260.0,eee,0.0,xxx,t,1848,7.875,t,47.75,t,6,ccc,t,y
1,iii,www,0.0,iii,0.0,eee,0.0,xxx,,1849,2.5,f,44.33,t,0,ccc,f,y
46,iii,www,117.0,iii,1210.0,eee,1170000.0,ff,t,1850,6.5,f,39.5,t,16,ddd,t,y
68,iii,www,145.0,iii,0.0,sss,1450000.0,xxx,,1851,0.5,t,41.17,t,3,ccc,t,y
18,iii,www,260.0,iii,200.0,eee,2600000.0,jjj,f,1852,4.335,f,29.92,t,0,ddd,f,y
1,rrr,,,,0.0,,,,f,1853,0.0,f,23.17,f,0,ddd,f,y
27,iii,www,150.0,iii,1270.0,mmm,1500000.0,xxx,t,1854,4.5,f,35.17,t,7,ddd,t,y
81,iii,www,96.0,iii,0.0,ee,960000.0,jjj,,1855,0.75,f,19.17,t,7,ccc,t,y
68,iii,www,0.0,iii,11202.0,mmm,0.0,xxx,t,1856,6.29,f,52.5,t,15,ddd,t,y
67,iii,www,200.0,iii,300.0,sss,2000000.0,xxx,t,1857,0.04,f,39.92,t,1,ddd,t,y
98,iii,www,0.0,iii,0.0,eee,0.0,xxx,,1858,3.0,t,21.33,t,0,ddd,f,y
178,iii,www,0.0,iii,1583.0,ee,0.0,xxx,t,1859,0.75,f,35.75,t,4,ccc,t,y
60,iii,www,0.0,iii,0.0,ggg,0.0,bbb,t,1860,13.0,t,67.75,t,1,ddd,t,y
179,iii,aaa,154.0,rrr,0.0,yyy,1540000.0,jjj,f,1861,5.25,t,32.67,t,0,ddd,f,y
75,iii,www,0.0,iii,5000.0,kkk,0.0,ff,t,1862,7.585,t,49.5,t,15,ddd,t,y
155,iii,aaa,160.0,rrr,1.0,fff,1600000.0,xxx,t,1863,1.085,t,21.0,t,8,ddd,t,y
176,iii,www,396.0,iii,0.0,ooo,3960000.0,xxx,t,1864,0.96,t,28.25,t,3,ddd,t,y
13,iii,www,520.0,iii,50000.0,ee,5200000.0,xxx,,1865,1.54,t,34.17,t,1,ddd,t,y
48,iii,www,311.0,iii,300.0,ee,3110000.0,jjj,,1866,6.04,f,31.92,t,3,ddd,t,y
157,iii,www,380.0,iii,500.0,mmm,3800000.0,xxx,,1867,0.54,f,29.5,t,4,ccc,t,y
1,iii,www,0.0,iii,0.0,ee,0.0,xxx,f,1868,0.085,f,23.17,t,0,ddd,f,y
154,uuu,nnn,300.0,ii,0.0,ee,3000000.0,hh,f,1869,10.0,t,18.08,f,0,ccc,f,y
155,iii,www,0.0,iii,500.0,sss,0.0,jjj,,1870,1.835,f,24.75,t,19,ccc,t,y
155,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,f,1871,0.04,f,20.83,t,0,ccc,f,y
152,iii,www,181.0,iii,0.0,mmm,1810000.0,jjj,,1872,4.165,t,28.0,t,2,ddd,t,y
18,iii,www,100.0,iii,150.0,eee,1000000.0,xxx,,1873,2.25,f,20.42,t,1,ddd,t,y
84,iii,www,381.0,iii,168.0,sss,3810000.0,jjj,t,1874,5.665,f,28.67,t,6,ddd,t,y
160,iii,aaa,840.0,rrr,59.0,zzz,8400000.0,xxx,t,1875,0.04,t,21.92,t,1,ddd,t,y
155,iii,www,80.0,iii,0.0,sss,800000.0,jjj,,1876,6.0,f,43.25,t,11,ddd,t,y
173,iii,www,200.0,iii,1391.0,eee,2000000.0,xxx,,1877,1.625,f,20.42,t,3,ddd,t,y
148,iii,www,400.0,iii,0.0,kkk,4000000.0,jjj,,1878,5.125,f,42.0,t,0,ddd,f,y
172,iii,aaa,80.0,rrr,400.0,sss,800000.0,xxx,,1879,1.5,t,23.42,t,2,ccc,t,y
33,iii,www,360.0,iii,0.0,zzz,3600000.0,jjj,,1880,0.875,f,25.17,t,0,ccc,f,y
31,iii,www,,iii,600.0,eee,,xxx,,1881,2.25,f,24.83,t,6,ddd,t,y
116,iii,www,73.0,iii,444.0,eee,730000.0,ff,,1882,4.75,f,24.5,t,2,,t,y
5,iii,aaa,431.0,rrr,0.0,fff,4310000.0,xxx,,1883,1.5,t,37.5,f,0,ddd,f,y
144,iii,aaa,232.0,rrr,113.0,eee,2320000.0,xxx,f,1884,1.5,t,36.75,f,0,ddd,f,y
55,iii,aaa,144.0,rrr,7.0,eee,1440000.0,ff,t,1885,1.5,t,28.25,t,8,ddd,t,y
12,iii,www,0.0,iii,0.0,ee,0.0,jjj,t,1886,5.5,t,32.75,t,3,ddd,t,y
101,iii,www,0.0,iii,3000.0,zzz,0.0,jjj,,1887,1.0,f,17.83,t,11,ccc,t,y
24,iii,www,140.0,iii,2384.0,sss,1400000.0,jjj,t,1888,2.29,t,22.83,t,7,ccc,t,y
158,iii,aaa,120.0,rrr,1000.0,yyy,1200000.0,xxx,,1889,1.75,t,13.75,t,2,ddd,t,y
19,iii,aaa,455.0,rrr,1236.0,sss,4550000.0,jjj,,1890,0.125,t,41.0,t,23,ccc,t,y
106,iii,www,290.0,iii,284.0,yyy,2900000.0,jjj,,1891,2.125,t,23.08,t,11,ddd,t,y
61,uuu,www,120.0,iii,0.0,yyy,1200000.0,xxx,,1892,1.71,f,20.17,t,0,ddd,f,y
115,iii,www,156.0,iii,0.0,ee,1560000.0,xxx,,1893,2.29,t,50.08,t,3,ccc,t,y
171,iii,www,312.0,iii,150.0,eee,3120000.0,jjj,t,1894,4.25,t,27.0,t,3,ddd,t,y
93,iii,www,520.0,iii,196.0,zzz,5200000.0,xxx,t,1895,2.5,f,38.17,t,6,ddd,t,y
12,iii,aaa,260.0,rrr,1065.0,yyy,2600000.0,xxx,,1896,0.375,t,27.0,t,0,ddd,f,y
43,iii,www,320.0,iii,0.0,ee,3200000.0,jjj,t,1897,7.0,f,41.17,t,8,ddd,t,y
123,iii,www,0.0,iii,1400.0,hh,0.0,hh,,1898,0.0,t,65.17,t,11,ccc,t,y
1,rrr,,,,0.0,,,,,1899,0.0,f,37.58,f,0,ddd,f,y
12,iii,www,0.0,iii,582.0,sss,0.0,xxx,,1900,2.375,t,23.25,t,3,ddd,t,y
101,iii,www,121.0,iii,0.0,zzz,1210000.0,xxx,,1901,0.29,f,21.83,t,6,ddd,t,y
147,iii,www,280.0,iii,0.0,sss,2800000.0,xxx,,1902,1.75,t,26.0,t,0,ddd,f,y
175,iii,www,303.0,iii,3290.0,zzz,3030000.0,xxx,t,1903,1.335,t,31.67,t,8,ddd,t,y
120,iii,www,0.0,iii,0.0,mmm,0.0,jjj,,1904,8.5,t,49.83,t,0,ccc,f,y
177,iii,www,375.0,iii,51100.0,ggg,3750000.0,ff,t,1905,6.5,f,47.42,t,6,ccc,t,y
91,iii,www,0.0,iii,1249.0,kkk,0.0,ff,,1906,0.0,f,51.33,t,11,ddd,t,y
179,iii,www,88.0,iii,591.0,ee,880000.0,xxx,,1907,0.75,f,18.92,t,2,ccc,t,y
40,uuu,www,280.0,iii,0.0,yyy,2800000.0,xxx,f,1908,0.835,f,28.42,t,0,ccc,f,y
112,iii,www,200.0,iii,0.0,ooo,2000000.0,xxx,,1909,1.25,t,56.75,t,4,ddd,t,y
138,iii,www,0.0,iii,6700.0,kkk,0.0,ff,,1910,10.0,f,58.42,t,13,ccc,t,y
110,uuu,www,110.0,iii,0.0,ooo,1100000.0,xxx,f,1911,16.0,f,48.33,t,0,ddd,f,y
147,iii,www,340.0,iii,4071.0,zzz,3400000.0,xxx,,1912,0.75,t,33.17,t,7,ddd,t,y
62,iii,www,129.0,iii,3257.0,sss,1290000.0,xxx,t,1913,2.585,f,22.42,t,7,ccc,t,y
87,iii,www,100.0,iii,0.0,ee,1000000.0,xxx,,1914,0.085,f,18.83,t,0,ccc,f,y
148,iii,aaa,380.0,rrr,2732.0,mmm,3800000.0,xxx,,1915,0.25,f,48.58,t,11,ddd,t,y
5,iii,www,0.0,iii,5298.0,zzz,0.0,jjj,f,1916,1.25,f,26.75,t,0,ddd,f,y
137,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,t,1917,17.5,t,64.08,t,9,ddd,t,y
83,iii,www,40.0,iii,28.0,eee,400000.0,xxx,,1918,1.665,t,20.17,t,3,ddd,t,y
114,iii,www,140.0,iii,258.0,ee,1400000.0,xxx,,1919,1.21,t,25.67,t,67,ddd,t,y
98,iii,www,100.0,iii,0.0,sss,1000000.0,jjj,,1920,1.335,f,22.67,t,0,ddd,f,y
136,iii,www,0.0,iii,5000.0,eee,0.0,xxx,t,1921,7.0,f,31.33,t,16,ddd,t,y
143,iii,aaa,0.0,rrr,15.0,eee,0.0,xxx,t,1922,28.5,f,56.42,t,40,ddd,t,y
114,iii,www,120.0,iii,567.0,ee,1200000.0,xxx,,1923,1.5,t,24.75,t,12,ccc,t,y
164,iii,www,0.0,iii,678.0,sss,0.0,jjj,,1924,1.25,f,24.08,t,1,ccc,t,y
163,iii,www,70.0,iii,0.0,yyy,700000.0,xxx,f,1925,11.0,t,28.33,t,0,ddd,f,y
119,iii,www,0.0,iii,5000.0,sss,0.0,jjj,,1926,5.0,f,26.92,t,2,ccc,t,y
122,iii,www,487.0,iii,500.0,yyy,4870000.0,xxx,,1927,5.75,t,27.67,t,0,ddd,f,y
149,iii,www,280.0,iii,0.0,mmm,2800000.0,xxx,f,1928,0.085,t,38.67,t,0,ddd,f,y
11,iii,www,120.0,iii,2079.0,yyy,1200000.0,xxx,,1929,1.085,f,32.17,t,16,ccc,t,y
60,iii,www,408.0,iii,1000.0,sss,4080000.0,jjj,t,1930,5.5,t,32.67,t,12,ddd,t,y
80,iii,www,181.0,iii,1655.0,eee,1810000.0,jjj,t,1931,12.5,f,48.75,t,9,ddd,t,y
53,iii,aaa,80.0,rrr,300.0,yyy,800000.0,xxx,,1932,2.25,t,21.0,t,1,ddd,t,y
76,iii,www,0.0,iii,790.0,yyy,0.0,jjj,,1933,15.5,f,48.17,t,12,ddd,t,y
65,iii,www,399.0,iii,0.0,ee,3990000.0,jjj,t,1934,10.0,t,39.33,t,14,ddd,t,y
28,iii,aaa,370.0,rrr,0.0,ee,3700000.0,xxx,,1935,0.25,t,25.08,t,0,ccc,f,y
158,iii,www,160.0,iii,0.0,eee,1600000.0,ff,,1936,0.25,t,23.25,t,0,ddd,f,y
110,iii,www,220.0,iii,19.0,eee,2200000.0,xxx,,1937,2.0,f,30.67,t,1,ccc,t,y
1,uuu,aaa,500.0,rrr,1.0,ooo,5000000.0,ff,,1938,0.0,t,19.17,f,0,ddd,f,y
144,iii,www,240.0,iii,768.0,sss,2400000.0,xxx,t,1939,1.0,f,20.08,f,1,,t,y
37,iii,www,102.0,iii,639.0,sss,1020000.0,jjj,,1940,9.0,t,36.67,t,0,ddd,f,y
103,iii,www,100.0,iii,0.0,zzz,1000000.0,jjj,t,1941,0.46,f,23.17,t,1,ddd,t,y
161,iii,www,100.0,iii,0.0,eee,1000000.0,jjj,t,1942,1.5,f,15.83,t,2,ccc,t,y
171,iii,www,352.0,iii,690.0,eee,3520000.0,xxx,t,1943,1.75,t,16.08,t,5,ddd,t,y
118,iii,www,0.0,iii,0.0,kkk,0.0,ff,t,1944,5.165,t,47.0,t,9,ccc,t,y
1,rrr,,,,0.0,,,,,1945,0.0,f,71.58,f,0,ccc,f,y
25,uuu,www,80.0,iii,0.0,kkk,800000.0,ff,,1946,0.5,f,21.25,t,4,ccc,t,y
101,iii,www,22.0,iii,0.0,ggg,220000.0,bbb,,1947,20.0,t,65.42,t,7,ddd,t,y
26,iii,www,200.0,iii,3000.0,eee,2000000.0,xxx,,1948,2.0,t,20.5,t,11,ddd,t,y
106,iii,www,0.0,iii,8851.0,hh,0.0,hh,,1949,5.0,f,55.92,t,5,ddd,t,y
27,iii,www,239.0,iii,200.0,yyy,2390000.0,xxx,f,1950,0.0,t,34.92,t,0,ddd,f,y
134,iii,www,0.0,iii,0.0,fff,0.0,ff,t,1951,15.0,t,56.58,t,17,ddd,t,y
168,iii,www,0.0,iii,0.0,eee,0.0,xxx,,1952,1.0,f,25.17,t,3,ddd,t,y
16,iii,www,395.0,iii,20.0,zzz,3950000.0,xxx,,1953,1.665,t,25.08,t,1,ddd,t,y
71,iii,www,360.0,iii,1332.0,ooo,3600000.0,xxx,,1954,14.0,t,57.83,t,6,ddd,t,y
163,iii,www,0.0,iii,1000.0,zzz,0.0,jjj,,1955,7.5,t,34.92,t,6,ddd,t,y
31,iii,www,204.0,iii,0.0,ooo,2040000.0,xxx,,1956,4.25,f,33.58,t,6,ddd,t,y
107,iii,www,80.0,iii,1349.0,ee,800000.0,xxx,,1957,0.04,f,22.92,t,0,ccc,f,y
164,iii,www,280.0,iii,824.0,sss,2800000.0,jjj,,1958,1.5,f,24.5,t,0,ccc,f,y
90,iii,www,0.0,iii,0.0,ggg,0.0,ff,,1959,0.0,f,20.25,t,0,ddd,f,y
152,iii,www,120.0,iii,300.0,kkk,1200000.0,xxx,,1960,1.5,f,18.5,t,2,ddd,t,y
40,iii,www,0.0,iii,7059.0,ee,0.0,xxx,t,1961,0.625,f,25.17,t,7,ddd,t,y
164,iii,www,320.0,iii,0.0,kkk,3200000.0,jjj,,1962,5.0,t,44.33,t,0,ddd,f,y
60,iii,www,80.0,iii,0.0,mmm,800000.0,xxx,,1963,0.5,f,18.08,t,0,ddd,f,y
131,iii,www,21.0,iii,10561.0,sss,210000.0,xxx,,1964,11.0,t,60.58,t,0,ccc,f,y
13,iii,www,216.0,iii,0.0,kkk,2160000.0,ff,,1965,3.5,f,41.5,f,0,ddd,f,y
164,iii,www,491.0,iii,0.0,eee,4910000.0,jjj,,1966,0.875,t,25.75,t,0,ccc,f,y
126,iii,www,168.0,iii,0.0,ee,1680000.0,xxx,t,1967,5.04,t,29.25,t,5,ddd,t,y
147,iii,www,0.0,iii,456.0,eee,0.0,xxx,t,1968,2.0,f,36.0,t,11,ccc,t,y
130,iii,www,250.0,iii,730.0,fff,2500000.0,xxx,t,1969,3.0,f,31.67,t,9,ddd,t,y
124,iii,www,0.0,iii,1000.0,hh,0.0,hh,t,1970,18.0,t,60.08,t,15,ddd,t,y
101,iii,www,80.0,iii,278.0,yyy,800000.0,xxx,,1971,2.0,f,22.33,t,1,ddd,t,y
68,iii,www,0.0,iii,500.0,ee,0.0,ff,,1972,3.5,f,40.0,t,1,ddd,t,y
140,iii,www,515.0,iii,500.0,zzz,5150000.0,jjj,,1973,1.625,t,35.17,t,1,ddd,t,y
1,iii,www,0.0,iii,0.0,eee,0.0,ff,,1974,15.0,f,41.33,t,0,ddd,f,y
97,iii,www,80.0,iii,50.0,ee,800000.0,jjj,t,1975,0.335,t,20.75,t,1,ccc,t,y
158,iii,www,360.0,iii,0.0,ooo,3600000.0,xxx,,1976,2.5,t,32.08,t,0,ddd,f,y
158,iii,www,290.0,iii,2279.0,zzz,2900000.0,xxx,t,1977,5.0,t,,t,3,ddd,t,y
12,iii,www,200.0,iii,327.0,fff,2000000.0,jjj,t,1978,1.875,f,23.92,t,6,ddd,t,y
65,iii,www,120.0,iii,245.0,sss,1200000.0,xxx,,1979,3.17,f,23.25,t,10,ccc,t,y
157,iii,www,440.0,iii,6.0,ee,4400000.0,jjj,,1980,0.415,t,46.67,t,11,ccc,t,y
113,iii,www,400.0,iii,458.0,ee,4000000.0,jjj,t,1981,3.5,f,25.0,t,6,ccc,t,y
154,iii,www,260.0,iii,15108.0,ooo,2600000.0,xxx,t,1982,0.25,f,25.5,t,3,ddd,t,y
74,iii,www,,iii,26726.0,sss,,xxx,t,1983,2.71,f,18.75,t,5,ccc,t,y
179,iii,www,120.0,iii,0.0,sss,1200000.0,xxx,t,1984,8.5,t,23.5,t,5,ccc,t,y
82,iii,www,0.0,iii,221.0,eee,0.0,xxx,,1985,4.5,t,34.17,t,12,ddd,t,y
13,iii,www,100.0,iii,3.0,yyy,1000000.0,xxx,,1986,3.75,t,27.83,t,5,ddd,t,y
57,iii,www,0.0,iii,4000.0,ggg,0.0,xxx,f,1987,5.0,t,36.75,t,0,ccc,f,y
171,iii,www,333.0,iii,892.0,sss,3330000.0,jjj,,1988,2.75,f,47.25,t,1,ccc,t,y
154,iii,www,300.0,iii,44.0,ee,3000000.0,xxx,,1989,0.375,f,33.67,f,0,ccc,f,y
80,iii,www,88.0,iii,2000.0,ee,880000.0,jjj,t,1990,14.0,t,45.0,t,1,ddd,t,y
2,iii,www,164.0,iii,31285.0,ttt,1640000.0,jjj,,1991,6.5,t,33.17,t,0,ddd,f,y
176,iii,www,160.0,iii,5860.0,zzz,1600000.0,jjj,f,1992,1.04,t,25.0,t,0,ccc,f,y
17,iii,aaa,160.0,rrr,5777.0,eee,1600000.0,xxx,,1993,1.0,t,26.67,t,5,ddd,t,y
46,iii,www,225.0,iii,0.0,ooo,2250000.0,xxx,,1994,0.125,t,48.5,t,0,ddd,f,y
19,iii,www,400.0,iii,5800.0,yyy,4000000.0,xxx,,1995,0.04,t,37.42,t,0,ddd,f,y
145,iii,www,200.0,iii,40.0,sss,2000000.0,ppp,f,1996,0.21,f,18.0,f,0,ddd,f,y
129,iii,www,0.0,iii,247.0,lll,0.0,hh,t,1997,0.0,f,56.5,t,15,ccc,t,y
164,iii,www,312.0,iii,0.0,eee,3120000.0,xxx,t,1998,1.46,t,25.75,t,5,ddd,t,y
99,iii,www,0.0,iii,560.0,sss,0.0,xxx,,1999,0.415,t,22.58,t,5,ccc,t,y
34,iii,aaa,180.0,rrr,18027.0,eee,1800000.0,jjj,t,2000,2.04,t,33.17,t,1,ddd,t,y
17,iii,aaa,393.0,rrr,0.0,ggg,3930000.0,jjj,,2001,0.04,t,32.0,t,0,ddd,f,y
91,iii,www,29.0,iii,837.0,sss,290000.0,jjj,,2002,1.75,f,40.83,t,0,ccc,f,y
13,iii,www,260.0,iii,0.0,sss,2600000.0,xxx,f,2003,0.125,t,59.67,t,0,ddd,f,y
54,iii,aaa,52.0,rrr,1442.0,yyy,520000.0,xxx,,2004,3.165,t,42.5,t,0,ddd,f,y
127,iii,aaa,0.0,rrr,13212.0,ggg,0.0,bbb,,2005,0.0,f,28.08,t,0,ccc,f,y
60,iii,www,228.0,iii,0.0,sss,2280000.0,xxx,f,2006,0.125,t,37.75,t,0,ccc,f,y
88,iii,www,0.0,iii,0.0,ggg,0.0,xxx,,2007,8.665,f,53.92,t,5,ddd,t,y
151,iii,www,0.0,iii,15000.0,eee,0.0,ff,t,2008,15.0,f,47.67,t,20,ddd,t,y
147,uuu,www,300.0,iii,0.0,eee,3000000.0,xxx,f,2009,0.835,f,23.25,t,0,ddd,f,y
28,iii,aaa,0.0,rrr,0.0,eee,0.0,jjj,f,2010,2.585,f,22.67,t,0,ddd,f,y
85,iii,www,30.0,iii,300.0,hh,300000.0,hh,,2011,14.415,t,54.58,t,11,ddd,t,y
155,iii,www,0.0,iii,0.0,ee,0.0,jjj,,2012,7.415,t,34.25,t,0,ddd,f,y
19,iii,aaa,370.0,rrr,560.0,ee,3700000.0,xxx,,2013,2.0,t,27.58,t,3,ddd,t,y
158,iii,www,100.0,iii,960.0,lll,1000000.0,lll,,2014,0.0,f,46.0,t,0,ccc,f,y
163,iii,www,0.0,iii,99.0,ee,0.0,xxx,t,2015,4.0,f,60.92,t,4,ccc,t,y
155,iii,www,519.0,iii,1704.0,zzz,5190000.0,xxx,,2016,13.875,t,47.42,t,2,ccc,t,y
68,iii,www,93.0,iii,0.0,ooo,930000.0,jjj,,2017,4.25,t,37.33,t,12,ddd,t,y
1,rrr,,,,0.0,,,,,2018,0.0,f,25.58,f,0,ccc,f,y
